"","Ind_1","Ind_2","Ind_3","Ind_4","Ind_5","Ind_6","Ind_7","Ind_8","Ind_9","Ind_10","Ind_11","Ind_12","Ind_13","Ind_14","Ind_15","Ind_16","Ind_17","Ind_18","Ind_19","Ind_20","Ind_21","Ind_22","Ind_23","Ind_24","Ind_25","Ind_26","Ind_27","Ind_28","Ind_29","Ind_30","Ind_31","Ind_32","Ind_33","Ind_34","Ind_35","Ind_36","Ind_37","Ind_38","Ind_39","Ind_40","Ind_41","Ind_42","Ind_43","Ind_44","Ind_45","Ind_46","Ind_47","Ind_48","Ind_49","Ind_50","Ind_51","Ind_52","Ind_53","Ind_54","Ind_55","Ind_56","Ind_57","Ind_58","Ind_59","Ind_60","Ind_61","Ind_62","Ind_63","Ind_64","Ind_65","Ind_66","Ind_67","Ind_68","Ind_69","Ind_70","Ind_71","Ind_72","Ind_73","Ind_74","Ind_75","Ind_76","Ind_77","Ind_78","Ind_79","Ind_80","Ind_81","Ind_82","Ind_83","Ind_84","Ind_85","Ind_86","Ind_87","Ind_88","Ind_89","Ind_90","Ind_91","Ind_92","Ind_93","Ind_94","Ind_95","Ind_96","Ind_97","Ind_98","Ind_99","Ind_100","Ind_101","Ind_102","Ind_103","Ind_104","Ind_105","Ind_106","Ind_107","Ind_108","Ind_109","Ind_110","Ind_111","Ind_112","Ind_113","Ind_114","Ind_115","Ind_116","Ind_117","Ind_118","Ind_119","Ind_120","Ind_121","Ind_122","Ind_123","Ind_124","Ind_125","Ind_126","Ind_127","Ind_128","Ind_129","Ind_130","Ind_131","Ind_132","Ind_133","Ind_134","Ind_135","Ind_136","Ind_137","Ind_138","Ind_139","Ind_140","Ind_141","Ind_142","Ind_143","Ind_144","Ind_145","Ind_146","Ind_147","Ind_148","Ind_149","Ind_150"
"Gene_31",10679.5229865116,2660.02736432701,2990.08622740363,5028.46392772145,2916.16156054677,3694.08338064032,3937.63908868646,8242.0452526601,15417.4956907869,5580.57524325971,5340.03429697266,11522.1151998343,20329.0425723508,12882.4276069004,4107.77447748905,11173.6642991271,2561.73443192222,18113.1632341559,6157.27394913289,2447.94622639111,19994.3425693991,10289.8339187299,4325.83282929531,3720.72740488018,2383.25986970671,2891.14637937263,3653.41803357378,5590.7390922438,17019.1443451469,12208.1054206208,14460.6366497928,15968.4323470542,9107.91499853566,11597.4569610688,10620.3056696178,17702.5450241746,10206.911550466,9115.22664428044,9242.18321664595,22882.5969760293,3185.52587222127,12817.1892025992,2668.84176409239,14333.3645042651,7472.12800652397,3739.42012492273,2717.17728767645,7096.84087446111,4827.95698616368,7572.26559326317,9033.26374683845,3101.78721917302,8843.60487331263,5318.07188743095,10916.4394860342,22627.7843693185,3278.24161725824,9930.62175846438,3086.42730031986,19496.1151431499,20357.0005549665,16744.6258799041,14892.1732994276,20099.4629821861,11900.8107150533,20431.4069039853,3792.81144472683,17115.4414767065,17309.8459003551,8877.41036902455,7695.99243169337,2785.31090345048,7787.47880744597,20025.3311430993,15288.952790934,4822.23869713569,5735.5370450935,8269.93231037834,4347.77337849388,5343.80809695167,9968.2018270756,4878.2505726714,18378.789732862,8002.3237290699,18539.5859004416,3704.61072193284,5309.64925518409,2531.42990922837,7530.86723601643,3065.89981438232,3268.1994638466,2748.36142021793,19154.5023671176,10257.9280854799,4610.62554043736,3256.74008073614,11805.8214231726,4995.87182695215,3578.24581934809,2860.27133836856,4015.41236019085,10503.8832745535,4274.87723053704,22349.4876807785,3603.63524070587,18214.9323644656,2524.93341044898,19562.9704924815,10506.7705316843,8105.1488290869,2811.64712270832,4191.11508951164,2891.42654058101,2710.94435495943,10208.8309004585,4246.9933953996,4902.7604686918,3597.45290446712,7233.43985399694,6805.34250577504,12964.8422601789,10448.399076921,10097.4009176612,8960.49861436044,13390.5267659236,7291.15973427899,4803.24165035447,7915.60988605974,5509.90223289973,11030.4004086736,4573.50171316334,7920.66609634192,13334.468435697,4023.60200184482,4649.15056028762,8335.7765964989,10459.078689156,22860.2185049409,5097.28167876579,3107.08844981485,8488.42318113282,8219.4759688918,3849.31300616089,4132.53872580716,5327.04959020373,4254.37412404267,12360.8883723693,3680.54337040994,4805.24916929329,2187.84173449165
"Gene_32",19529.4768048241,5360.28427080199,3387.90231038119,3623.36507226145,4516.77087381605,3257.23974708065,4685.60000398525,9966.06472791463,10108.9685862039,13536.0184555019,4034.57938303089,9786.18175571705,30221.5166873312,6786.21964066303,3883.47311453314,9993.55607104395,4483.21531105535,28221.9042626269,15240.1129248924,3375.12038002093,31002.9239056223,10506.9974517555,3828.88407966366,4632.72264422057,3764.23083269828,3622.48599897501,4441.6452718119,3695.90314006294,18523.8362920382,11909.6520705828,10943.7259833325,26085.8723715035,9515.99690864161,14221.8596384237,8794.14474832249,26410.4540296226,9215.59225476584,12189.4386977793,10521.0471870477,24726.1141551495,3831.50954557843,10386.6318159629,4876.4677296457,22457.2172738487,7928.3873093496,5042.12404972934,4587.89960226263,13057.9521662333,13025.7215290254,14482.9703295071,8323.12871602163,3836.79007345008,12029.3838654074,11303.5704787087,7681.31360843728,19461.5039691744,3985.90666382783,8419.8534675461,5219.13551616409,24720.7638645225,20232.8870780885,15406.9152569923,25312.7171585368,21565.1751407666,10554.6850085483,10490.9711007518,5027.06647157551,18765.0353975516,21434.6918041897,10439.0790762684,9690.00770636367,4946.26954143993,11305.5969431817,28829.1994058594,16226.0276152479,6123.51569951148,5475.38484944746,11252.8963136217,4907.49007236514,5199.18849399864,9439.42022194444,3829.98253975297,24539.0781210557,11602.8035373874,32832.5525702405,3353.23209981073,9933.55367348466,3843.99190428593,12750.0294602086,2543.20649078493,4125.14729164427,3616.20201963604,22928.0910835953,11650.3431375773,4306.92939162122,3136.19630685767,10577.6842260264,3918.36992640132,3918.6708226835,4201.82768251672,4026.69712728432,8782.23308398291,4673.09479377278,22388.9956254265,5914.84309567569,21781.5066839278,3374.66906786671,23582.5284176067,8326.10041548363,8459.9806686429,4162.93343812252,5434.49169721485,4177.25585636914,3769.00831758795,6442.24418422507,4012.43031857466,11824.1410871595,3400.0958686595,7380.70115241148,8395.64192264348,10012.9759147577,22995.8374102478,9657.53942580416,8021.40582441444,8921.40484559347,11190.8792711611,4012.1779945529,10591.8933832014,3954.76596346716,13481.2329920062,5748.63208921918,7986.88233693709,8916.08639603257,5009.49536190755,5242.02281976857,10057.0844395552,9738.0707667478,22591.5151303165,4801.98548352641,3022.6957281256,11213.1476552827,7106.45576795485,4622.86435517692,3119.9018813887,3781.70828538277,4500.80438929705,14979.133883821,3434.14708583254,4225.44980152541,3731.08854830789
"Gene_33",16758.6414175351,4142.25192579269,3465.55970899331,4846.68264309787,2834.69483517145,4051.2031648317,4684.33782483312,9506.69838661697,7172.59019925955,8551.65153014045,7456.76625742626,9462.00540050836,24142.9799148317,10469.8299254656,4699.66422769093,8218.87302100348,3679.58783738784,20005.851442299,12175.5638528724,3247.76001834853,21804.7840219787,13506.1233228171,3431.22390724021,3991.8116357726,4769.0189010663,4085.19902088167,2876.83661602713,3809.67377888257,28670.8516435,10359.0554439397,12598.8142209795,23321.491561729,11429.3850447997,13062.1924791765,11623.1551350589,23047.023518875,9553.60684487714,9560.76622040552,7948.19107048656,24923.8689399,3498.21058205549,10150.8587035242,4213.47085847892,22373.2195183356,11500.9788741292,3747.22490070826,3302.25863993822,14462.2996023384,6489.06750766981,11039.6217158114,12662.0765595416,3868.35489439342,10880.2576068696,9598.71221457013,12764.5479439865,19441.9093806924,4091.56000354807,13145.4169142978,4393.81966485909,17478.9245487781,24000.282770724,15815.4755324445,21023.4168765548,17767.8775416092,10850.4845148631,24383.747994432,3184.93319189168,24803.1317269073,24705.8283073166,9305.24180887472,12815.6361257369,4233.80102014458,13691.9521084335,23276.6330379124,15912.8183430268,2694.7740524806,5850.14059555183,11331.0514575684,4622.97337253881,4113.99306370324,11288.303845813,4896.77995822972,26333.8387323956,5664.50681832192,24658.6158023862,4911.06701819682,7702.72861761309,3803.96661666778,12560.3938916626,2536.48185376691,3030.50203946846,4144.38218808598,28655.2580811286,12661.2615194038,4367.09614030617,3548.34260239194,6682.29130188379,3527.72411715978,3695.62885817516,3824.38706618098,4194.27093770078,9028.96659425894,3334.97253264424,26546.9720493731,4989.94461582145,22706.9889411288,3809.3674884893,22665.0008307052,10924.1174646828,12047.1856409147,3117.76236378124,4796.36187282003,4018.41848148008,3867.84356931284,7956.97040318926,4768.97184629797,8714.09174839191,3204.93056347979,9679.32994027073,6741.92635074245,11557.6754087257,25336.7305294486,9907.00674188829,9496.79605698533,8033.46322707815,9369.7722126486,3558.3824109435,11233.3735725177,5564.54662070307,8977.94289877117,5167.78848806048,13253.2225364662,12300.8541602157,3295.28576545671,6303.94845891551,12993.9218245485,15450.4850501014,22279.6741666464,4367.08938023734,3306.63489904385,9442.88313155786,9866.67189682515,4742.74866344974,3464.65674176916,2753.39431085293,6101.18846523899,10671.0438857668,2936.91854073745,2901.01735660369,3635.71084586047
"Gene_34",16023.2004692714,3790.5501369934,3714.84918460349,5348.9052070807,4735.35070681855,4142.02457196947,3834.07384377966,9071.69648759136,11951.0940998902,12473.4691844856,5591.52638847246,10593.1594400641,19241.2639460073,10504.8168101181,3853.50795538656,7516.78468322068,5362.29440987462,23720.1943253481,11272.8792810051,3652.39923073072,27635.9960194734,8019.37085808479,4367.54741760224,3814.79512923996,4735.67739069318,3735.94390622332,4150.83341685292,4522.68754852622,22331.3654520727,11121.8296306547,13907.8440380936,27089.5247543555,10053.1708418271,10723.7302790756,8887.76882632058,21812.550483279,8920.07404489481,10896.2460630072,11908.9683858927,18080.9822802505,3143.91833445652,10399.7808690906,4750.5566309406,24303.7556609688,12724.3900619269,5540.49034277214,2782.70308047152,11524.6860516342,11029.1105515843,10039.6837947285,9970.70886373488,4462.52899161269,10040.0404008072,10131.7544634616,8193.84149759539,21079.393097736,4439.55456457874,8851.5770359891,3294.07442196693,17756.2834543162,21468.2024478751,21885.3792420962,28801.43082578,24622.5815856709,12974.8750822016,21716.6729014085,4201.30246505309,23490.3815752951,19767.2535349272,10303.4107086844,13340.1159869343,4358.67698819276,7090.86578216262,30931.3666541069,14932.1707617428,4549.30910921855,5260.28537601571,7624.80082291813,5259.11249387303,5340.66328673932,8643.13075903471,5537.26331372405,26447.265698521,8548.51284258058,24185.4157899031,3667.9675020703,7980.60124291248,3441.5106965824,13844.7869616545,4009.84842288008,2958.77945434769,3206.92809793678,15140.2551514833,12262.5217463616,3269.79072737478,4336.47286363604,8380.20329499794,3142.00793691677,6536.15587706329,4265.95397484807,2971.42438990337,12873.0101666949,4320.99768434181,24006.9523229665,5333.91081759985,22530.7218345511,3771.98883023197,29883.8355307754,13969.9784672588,10673.3093523805,4275.47756116766,5571.40770942601,4814.18039816312,2988.382060888,11594.8985503749,4641.36916135306,8141.66009427035,2881.26916332774,12602.5745281473,15934.2064638607,8253.45143798734,26285.5266599144,11505.7808888076,12388.8914859074,10265.0482754792,7734.64886925974,4237.63807869016,12663.8475996019,5085.63877167374,8374.04711360668,5895.90581931568,14646.3400693056,11699.122924277,5469.61532117745,4790.00304729195,11936.4130561923,9432.11082291629,21509.8027020623,3998.17131800495,4685.34930048306,12579.1217424061,11567.2662637603,4165.00100633889,4339.2180286641,4198.37187228919,4105.85677419879,11326.673710158,3639.95142321005,3426.98272872541,4391.42805517745
"Gene_35",24485.0544071365,3940.10449109246,4318.05623044399,4906.93546165958,3206.51215547079,3527.66282526799,4321.60403906349,8496.19337199705,11448.8301283923,8877.28415330204,3517.27726385137,10175.2273544972,22380.8420903541,12254.9449050763,2876.18903996991,8341.43859966433,4040.76838701963,23383.496986459,9294.09751566455,3309.16056412491,27266.8979277187,9447.01554851952,4441.29133452515,2418.10410172684,3194.20895203086,3911.39416528224,3018.50031719129,2547.78454018264,16619.9882621227,7219.59863431027,7841.82525701973,19695.5221913147,10129.0767676783,12137.2744235361,9862.09685598072,11174.7514002119,8558.7844324982,10705.9739170341,5757.62524197441,16976.1597318646,2303.95956104968,7675.53612632034,3145.78314302762,23008.3194963262,10461.4387833818,3349.71087805977,3118.9278616055,8468.79171569066,9094.68893785136,9960.25721603341,9942.92806017046,4155.60056599998,10088.2383138703,10805.6486070992,7484.1209430529,16841.5898235562,2508.22293728513,8479.50233460269,3561.26891094319,20609.1018876752,18546.5903439513,18141.7817307281,14216.9986375481,17645.6374667467,12173.7474736413,24724.525158343,2381.58361249638,17060.70573928,20777.4562922568,8693.20291829987,9931.1781229915,5926.46129236497,13838.2129584364,19529.5859236976,27214.2592622788,3719.57429096551,4339.78997586127,7128.04444785823,4452.80937923533,4556.06955975739,7885.81656410744,3324.30454719796,20913.6161037044,7652.71153730941,24895.890969393,4367.50109302002,10344.0604153363,3555.15594194011,9537.20685965724,4552.15227502764,2848.43787936965,3879.39808134744,11586.3068359485,10509.9234379103,4334.52127766188,2453.9492174781,11350.8664085939,3333.33941481378,2928.84512585843,3568.52283132593,2842.97580667464,9085.11391917157,3670.50905869957,18483.7994772199,5085.0344419563,21034.7100547586,3467.2579659379,11002.6551709937,8491.70445325014,10478.8305177697,4874.11331513108,6037.44738918979,2446.90428220796,3173.4475254735,9389.25560521311,2590.91071112688,6866.99966298394,3644.4091001128,10260.1589531775,9973.99788179743,9374.24329019089,18095.0390928847,6039.27757754362,9176.07153198494,8584.29684764683,6613.85547851146,3984.49084088994,7284.69524717046,4420.76365622242,4841.09867604149,4007.66024632372,11835.253124469,10642.691304703,6754.78273810627,5002.74598705161,10444.5875367534,9851.587191516,17898.6537430894,4454.38653514298,6561.81701191387,9060.75069550309,11123.7342699969,4768.89282859212,3406.15991763755,3706.79031663147,4131.22120133777,6959.44634763498,3513.8689321523,3767.85892526086,3519.13405526917
"Gene_36",26401.0414379772,3212.68309638883,3588.86269353839,4310.90748348138,3868.28708914102,4472.77189378674,6435.04165931739,13235.5915312643,10143.0666446786,12179.792740448,3856.51947575827,7240.70517680477,25190.7643826545,15257.1303421399,3536.18173906049,6507.54368574602,4651.19175840284,26527.1593604373,9217.12143361116,3079.34074743029,21776.7287548926,10045.2163356118,6590.84338574446,3652.08520672749,5311.69628974144,3963.11318254301,4033.97638009569,3821.40287911103,17573.4395483597,11339.0711179494,12937.8606756841,25575.2537815616,10248.3540154627,6645.66903438955,9633.06228895935,18477.9393065489,9164.4601317564,9887.17159510853,9292.132224106,18193.3122367796,3833.38606187237,11050.6056657309,4441.41102986524,25251.4841973427,12896.4414719964,2602.80694179373,5254.42449555266,14706.3133865272,8974.08042987701,13659.4336953436,10197.8900161104,4015.76139880304,8190.25301152501,8769.43460560838,11635.7764741627,18249.944191448,4150.26803978078,10973.4753569313,4462.49797675374,23237.7626388683,25213.1588358599,23445.9749024894,23009.8624185373,32249.5105741673,11940.88507837,20171.1784160329,4060.30324602417,26284.4556570501,24492.5244062777,8753.51258174783,10700.2113778059,3777.649874823,7197.3888172886,20643.3350355393,21922.9834172337,4096.34478490213,5877.70971440324,10363.7787413136,5264.66095422785,5587.16308372246,10327.0537926624,4363.87676131068,17121.6869009388,8476.11139645607,15621.2966933359,5307.24015552427,10146.4215761247,3032.36074385171,10800.9585455921,3939.2008693818,3795.40906621581,3458.39272681305,24049.3370609021,10692.4992945326,3661.26905597933,3347.85560379348,7650.28165414578,4069.15453646659,5819.17359795768,3972.99851204344,3757.24071333155,10680.5167849464,3831.46196479075,22274.5402458307,5518.48273438345,15596.9788528021,2728.59921931982,22905.7445308393,9301.38897108455,11742.6857572473,3932.69109933345,4188.18051192466,3505.37794625875,4252.71599416576,7986.63420973367,3887.53571147292,7537.72267433633,3602.29090894232,11355.3642710079,10610.5639101666,10448.9883095664,23330.2995116931,11008.5357002396,9778.54559578787,11940.6403123506,9632.21439221828,5200.43238769197,10118.2972865676,4997.42797552601,11361.7725695727,3879.00317300241,10412.4312638217,10852.5671799155,5513.229361648,6060.75484901734,7420.60919879529,10623.057285205,26039.4230374019,3349.26163097992,5130.90551339699,11302.0027911716,10871.0551659127,4481.1395244843,2888.6485793019,3947.80929784994,5170.64125255558,7645.3518672308,4072.64324409025,3868.93556031624,2779.51119773821
"Gene_37",20030.5335505773,3312.19524487929,2957.52091596099,4759.99503159961,3295.43575822437,3244.47045133139,5408.45022460155,8563.98269267373,8864.4124984391,11228.8911258188,4466.37651764688,9005.4133782566,18181.0382109672,12501.8574104275,2620.70656803639,5671.83978976029,2925.49918254464,28692.9295461544,8889.69313423949,3745.54260198177,16181.208845915,7060.2330123279,5582.83842490676,3175.87333860338,3818.31320678058,2188.13903899585,3327.59602403184,4318.126411599,21397.8066892681,6445.16139356218,7848.96638298927,15538.0258068347,13707.2341696228,10161.7628612359,8981.58729460787,20584.5933513735,10124.839032058,11104.5975173674,14244.1915249181,30786.565585066,2489.22085910703,9115.68813718772,5391.22718207527,19594.3356772955,7676.7422689728,3809.90666279543,2656.5348243731,12529.1873790694,15236.6114043234,5586.70414543905,11950.6825523213,3374.94520343463,10996.4935317806,6955.50750372215,10543.1763198915,24715.8111941414,2486.24751572315,15495.5998498153,3496.62202043786,15895.5951437713,19771.4162301495,17316.0948672439,21665.3398455905,21051.5028629667,5584.77237522479,23307.9809536754,4138.08368813843,13960.4616819359,33941.8600021776,10949.3664357479,12912.8811031177,3776.0588669758,5295.42470256306,16466.4112036725,17524.9606614755,3865.18220076372,5557.94505572292,9803.66731417436,3911.68173350127,3478.86373467163,10263.5693440873,3600.67717656045,16643.8631167809,14727.0685102403,22638.8030128471,5017.92590207164,9546.01214990254,2709.75185131893,8958.77400649653,3909.20337892093,4418.85591780793,2871.82678344791,17176.0772097886,11984.4208994663,3729.17587386751,5017.77542540935,8584.6074546157,2958.67526185006,4594.00831055406,4681.41219212713,4293.59136914825,12028.5164621125,4061.26219780511,32320.600677031,6326.96764493435,18014.4727077498,4802.99370998016,21796.3625499794,9812.36373228632,12701.9904790871,4980.00407428534,3006.36450685478,4098.0035375695,4233.4697834838,8060.50280347654,4392.79101233121,6039.98102219994,2816.55554245287,14039.9430299257,9527.4217964432,6599.11909837852,28513.3200879009,16667.3697026816,12493.5778672138,9106.0172125975,7993.93900293808,4895.18155430665,9275.27501826453,4043.13918302257,9211.30941734125,4975.47423171605,11688.8106256183,10045.0526008353,5113.40132222554,5531.43817876373,9393.87189065609,10630.3365431638,20249.1132295315,4481.81140342222,4493.56096208373,11310.458953107,9944.87594971005,3142.05897780125,4860.9040448316,2527.59889945137,6151.98996711202,11276.4560060876,4470.31167677468,2826.07667992663,4250.79283463502
"Gene_38",20922.9723034495,3101.48901159848,2307.1202608075,3089.11287042988,3040.314481471,5983.78310266955,3944.67043343297,10366.2638770625,9639.56025492885,7909.83884626598,4096.81174985685,8190.35380570573,17358.83382925,8670.64816742059,3565.04497611587,4493.26415125713,3725.292105987,18595.9291949935,11776.1957858394,2872.64532456184,16451.4700196798,9360.38936694059,4206.0918389958,2736.05915713467,2096.36244175974,2634.62341569216,3496.01074386303,3526.32650154548,14414.6358782472,12528.9604528891,8865.06349415229,26824.4066212746,8301.7987695734,9758.63287521201,10677.719235399,26994.2576192939,11821.7043752418,10743.3591328698,9127.58243636673,22426.5373311694,2338.33256370596,10311.7067045247,3201.37594111535,19801.1263608056,6978.56399983882,3370.60897565839,2092.54712428552,8784.49796458188,8339.1330315486,12221.9606891159,10002.5213371168,3013.76857782863,11975.1236309948,6098.80353533888,8949.96938584738,21134.1311125029,2757.33659552456,8323.62925644419,5561.39457054047,24429.3720591658,27016.1701643365,18064.9672543584,22927.7261470477,22737.5745863288,8113.07910895666,21268.1519342824,3814.87827913157,16979.2062043907,17159.5618891342,6683.14855284408,9068.84165301491,4733.19564918701,8861.88766002181,20444.2484883699,22555.612062005,3527.44935298867,2820.96298120924,6853.94519643102,4022.07306447147,4009.9200893725,9194.63602348423,5064.29597245859,26073.8730273127,8069.43457635034,21287.2259774113,3042.62145331236,10121.4210177557,4873.33049137507,8391.8955489351,3629.21346663706,3953.56401690002,4487.04418279964,16549.8020137256,8257.16563411245,4407.82070771238,4020.68995807742,4619.80943128365,1919.36151799777,3184.60269914191,3422.76186489902,3197.57167491457,7340.52900840892,3982.2165810212,20587.8018918251,5160.15579471154,19117.4404107275,2494.08078911498,24137.1405228158,8480.17787545881,9842.40225602286,3950.12298967006,4061.01136909153,1939.37545351754,3801.3789924853,9580.6378157419,3175.60918652859,9433.80779911742,2874.28766973718,12385.4020080712,9385.40452568568,6872.01500682892,25272.8799132974,7453.72189971657,8318.38062582401,9074.91874432304,7808.0767531155,4752.95088296375,7202.78379593691,5239.07985138834,11824.9520281205,3677.36686935974,6981.32800357771,9705.72428850112,3883.29120659796,3667.60236766838,12061.232565371,9452.44902843276,26848.6955779093,4415.73886937347,4799.05587160824,9444.00497516752,10713.5719470816,4371.69600481655,4708.75172653223,3498.07308903951,4564.0010606908,14383.4163624846,4427.9618268186,4043.9087894503,2046.59644787502
"Gene_39",24213.2957845054,4301.9350578101,3292.06041617941,3604.27729515772,2410.48454415662,4577.90160306569,6514.01601572809,9085.96728436132,12287.7580520855,5797.70473029733,5470.64399922156,13336.2124155467,21043.5582322812,11772.0103644319,3460.95192416008,12129.4035273511,3790.35036934679,28123.8485154786,14574.3526927188,3868.81879993804,25415.0564646682,10571.7942298492,5203.75808851844,2827.58813404518,3867.3577182143,5705.08489000897,4089.79420253674,3840.85978504256,15389.6923337571,9915.57985987733,8377.46396774379,18165.6866539191,10253.0589523144,13291.2974591434,10456.2813426557,26710.1727656972,10138.1745951987,12814.9751209284,11020.484325429,22933.6315520684,3928.35978239146,7491.2614505388,5420.17212484494,24939.8532254376,10980.0324236955,3273.30809048936,3016.42200295629,10147.9685222866,8246.01423311401,15190.0816274461,7468.79891426058,2676.66868052183,9745.26537569772,10586.039573444,7981.7386886689,19584.3757258218,4986.51194017312,10671.9614400235,4668.34954643728,19440.0242315739,24651.9582655154,15420.2887055422,32154.7427819821,25819.3247414252,6193.78012177105,27079.3692187653,3920.38752957112,17773.1563300249,19761.6197380141,9229.13926355252,10235.8946604511,3568.14268886363,9426.3789198855,16867.1855552481,18138.4205537421,4819.34165734765,3640.92931125722,13973.5478360599,4913.86766733721,3577.52981086938,12536.0487349247,4209.73571965565,19446.8154443977,11057.1125655648,25248.1070303662,2982.8077296484,10724.7108488042,4206.28358873745,10797.1311360237,5423.70943336912,4528.37108389392,4207.63775502875,21448.2864184341,10852.6127150213,4483.32066888478,3868.72364889124,10685.8040914516,3269.43731823853,5050.64591783931,4280.35650613749,4042.25869804888,8161.20241047662,3707.6303693415,35570.3106073061,4548.16533852275,25214.0109983734,3940.39088452989,21390.9520480582,9490.36039575883,11726.6625638721,4084.91283996979,3559.25809257948,4508.46095120515,4479.43281491784,8771.79363698991,3411.19978602151,11114.5547393615,3846.80411660852,8809.65078906134,10879.1939867139,8963.22457304472,15954.8352411407,12244.4785140083,8978.14837533,9443.55117719667,10787.0278432188,6282.95184397447,8801.49341901618,3305.71294791115,11530.2871479058,4674.47294292384,11210.7050240856,12802.1429902724,3811.37665006429,4644.45732500661,10426.4516246971,6514.30992050508,26244.8338101823,4193.34539876965,5533.22558165028,13158.644778269,12117.6737701546,4327.80403900229,3334.69599024892,3557.08750402332,4237.37690061916,11754.1452031342,4541.94596200779,2132.51782166207,4472.88869957266
"Gene_40",10237.2078763629,3274.36126709809,3213.51784396834,3201.78857122414,3227.05006199597,3849.532946718,2206.55214960519,6670.52113013852,9595.14745759914,10619.8382153127,3349.77140138886,11104.9018365915,17130.4553574937,8391.37242181212,5292.8389474494,11733.0711622713,4004.41132442875,18592.5124834581,6495.85780145693,3015.43170647874,17326.5249808331,12227.5295647836,4391.19269438013,3068.03115102694,5317.52437740854,2129.68514702544,4414.04896920491,4111.28743699058,15012.4291425694,7207.69593846115,12727.5636809513,8936.86281636469,5996.29736165106,7579.95650457729,13246.3654826403,12953.3425505687,11130.8260538727,8112.52108619585,6608.23139742482,22478.3120502255,3306.42811911368,8673.13759073356,4149.06384581319,23134.1992589948,7596.92030485888,3827.03535525094,4003.94953970038,10285.1525069556,6124.34198579886,10611.5358182152,9814.67326722023,3399.58154591867,10098.8676680573,6903.87467667307,8786.78867375585,22775.7732137532,2730.11700646912,9295.70303026996,3697.44628511097,24392.372728379,31354.3404763043,25366.5134035475,26443.6647398346,21775.4187279514,9032.38099234089,24846.3281030915,2764.40382015783,19069.3600532555,23957.533769465,5446.59359549804,6755.12212967209,3695.47190583116,12619.5678672596,21631.7198087094,22813.0330634561,4440.17135526389,5566.68904123744,9183.83250333364,4211.34329396932,4694.51142179293,11626.6223191196,6181.27532140634,21408.4540063979,9292.65659397086,17766.8411325325,6661.13515176657,8691.76124324933,2684.81926689128,8269.18429432168,3152.98748278175,3830.83214769271,2209.04995031168,13116.0370401406,6924.04868330341,2396.91574940741,4776.56880237811,9603.13941538785,4391.72737180119,3126.39416784345,1875.23434784475,2733.11463796589,10954.1376620659,3622.88674929268,18740.8557680978,5315.22469746138,20364.9072293174,4243.97976190367,25976.2738714708,10400.6588722478,13608.0237861608,3702.15302602531,4242.74363934361,4277.4190010237,3235.81432366799,8574.02355247714,3993.07189589914,8032.90363739579,4048.01099435874,7428.52347599856,7708.87394312546,5836.89078141557,25103.0121108119,12228.4033558439,7524.84614131958,9367.55675145943,8673.62938840373,4178.83043565688,10616.734620265,3122.56399610551,9666.46123024612,3922.80430981979,9002.28955633227,10448.9834087246,3907.31480594949,2995.85768980471,7556.32427006432,9072.14669106081,14926.4459347293,3005.62398805099,3491.23194184723,9140.0949681562,9158.01968215927,6181.02898646921,2705.60580040935,3762.0287188555,4389.48605676838,8912.85093573828,2299.56018637357,2969.07468548989,2028.31451330217
